Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age (day),Concrete compressive strength (MPa),Category
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,2
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,1
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,2
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,2
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,2
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,2
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,2
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,2
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,2
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1,3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,3
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,3
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8,3
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7,3
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.9,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,3
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,3
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,3
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9,3
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,3
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2,3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,3
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1,3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2,3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7,3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89,3
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9,3
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,3
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,3
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,3
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,3
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,3
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,3
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,1
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,1
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89,1
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45,2
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,2
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,1
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,1
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,1
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66,2
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,2
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,1
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99,1
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,2
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,2
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,2
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04,1
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,1
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,2
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,2
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,2
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,1
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,1
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,1
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,2
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61,2
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,1
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,1
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,1
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,2
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,2
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,1
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,1
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,2
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,2
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,2
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,1
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,2
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,1
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,2
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,2
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,1
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,1
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,1
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,2
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,2
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,1
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,2
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,2
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,3
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,3
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,1
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,1
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,2
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,2
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,2
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,1
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,1
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,1
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,2
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,2
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,1
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,2
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,2
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,2
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,2
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,1
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,1
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,2
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,2
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,2
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,1
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,2
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,2
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,2
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,2
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,1
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,2
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,2
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,2
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,2
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,1
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,2
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,2
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,2
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,2
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,1
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,2
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,2
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,2
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,2
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,1
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,2
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,2
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,2
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,2
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,1
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,1
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,2
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,2
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,2
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,1
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,1
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,2
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,2
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,2
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,1
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,1
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,2
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,2
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,2
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,1
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,1
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,2
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,2
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,2
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,1
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,2
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,2
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,2
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,2
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,1
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,2
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,2
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,3
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,3
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,1
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,2
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,2
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,2
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,3
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,1
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,2
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,2
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,2
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,2
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,1
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,2
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,2
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,2
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,3
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,1
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,2
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,3
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,3
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,3
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,1
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,2
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,3
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,3
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,3
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,1
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,2
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,3
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,3
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,3
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,1
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,2
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,2
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,3
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,3
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,1
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,2
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,2
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,2
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,3
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,1
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,2
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,2
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,3
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,2
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,2
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,2
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,2
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,3
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,1
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,3
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,3
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,3
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,1
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,2
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,1
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,2
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,2
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,2
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,2
